Title,Source,PublishedAt,Description,URL,RegionSource,TaxonomyCode,RiskCategory,AffectedSupplier,ImpactedLocation,EstimatedSeverity
Airbus verkauft zehn weitere A330 Neo,aeroTELEGRAPH,2018-11-12 08:00:00,Airbus verkauft zehn weitere A330 Neo  aeroTELEGRAPH,https://news.google.com/rss/articles/CBMijgFBVV95cUxPdmJnQkhiSDBDNUIybDVzTWw2U096R0JpU1pUaktnY01sZ19FMkNQSmxOMHFVV3gyd080SUxreWw2N0RJamdoamdwVzFpZ09NYkQwQlp0c0JjWHc0TUFid280VDZ1M1J2TlBnRFFxdXBmOHh0RTdjTF95SGQzcnRYV3JOb3A0LW4wR25FWUtB?oc=5,Germany (DE),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Undetermined Supplier,"Toulouse, FR",2.5
Boeing schließt Kauf von Aurora Flight Sciences ab,Aerobuzz.de,2017-11-13 08:00:00,Boeing schließt Kauf von Aurora Flight Sciences ab  Aerobuzz.de,https://news.google.com/rss/articles/CBMiigFBVV95cUxQTGZYTlJkLVZ2U2EtTUhKd2ZwU2FVcEVzRDlhOUpjNmM2SENSZmFPZlEwUTdBczhwLVBIMGxCYzFwbk5zTXQ4ejBsX2VfTWFZOERGTWx2M1B3d1JIeG9XZXVJSnBiNENMT0V0aDVjSEZxckNzd3J2MWY0aXNjZW1mWVpaUFhhd29nbGc?oc=5,Germany (DE),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
US Air Force erhält ersten Boeing MH-139A „Grey Wolf“,flug revue,2019-12-20 08:00:00,US Air Force erhält ersten Boeing MH-139A „Grey Wolf“  flug revue,https://news.google.com/rss/articles/CBMinwFBVV95cUxQN3pNQmMzVVg5OFB1X096RGdILXZPSF8wM3hBemZyUlY2UnlSXzN1b2JzbXZfaG9oOW9oTm96NTlZTGJ2YjJBS1R6c3FrZ2pRLXNiQjNleVZiZ250SFVMYnUzV041RW1iVlRNZWkwN2U1RjhPVlJTdmZrUG5INVMzRU1HWUt2SG1uTmFQQXZRc3h0cHBseWt5ZTFNVHVoMG8?oc=5,Germany (DE),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
AVIATION: Boeing 787 Probleme infographic,Graphic News,2021-11-10 16:08:53,AVIATION: Boeing 787 Probleme infographic  Graphic News,https://news.google.com/rss/articles/CBMie0FVX3lxTE1CdkE1bGZLY2RGMWhUdEtfd1FBOFAxdlVXWFNQR3VxUDBmZVJKSkhDS2kySFVyLV9UV2JNOGpFdmpUNlFiVUhubUg0VlhXbGRDSXI2TGkyM0VmX01wMVp6bTl5N0l1TlpucjZucXZJcnRjcEVXSVdJdk5vRQ?oc=5,Germany (DE),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
28 Hours Trapped on a Plane: Passengers Recount Grueling Experience On Cathay Pacific Flight From Hell,PYOK,2025-08-06 07:00:00,28 Hours Trapped on a Plane: Passengers Recount Grueling Experience On Cathay Pacific Flight From Hell  PYOK,https://news.google.com/rss/articles/CBMi4gFBVV95cUxQNjdUc2FaWlRWV0Z3c2R4UnAxemtQSVI5dVdLZFlGWWliSW41U2ZWV1dUYlNsUldHaURqNWtHRFZpS1FUWEJRM2NxUnl6Y3FQc3JGeHRWRjgtMF9NT3ljc0ZNOEh0THdVTzhLSWE4YkpDdlBxR2c4WGJrVENJTWUwMUhDa29KVkVZRjg0NlhNeUNya2U0aEx0dzJCRk5rb0tGeGV6SjgybFllNWx3VmE4R1FMUXFqUWVpZTlyaFFoaTlheDZiT0lIQVVIdkNOQXpwQ3JPS2xfRkNacnJQUWhIQU1R?oc=5,Germany (DE),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Undetermined Supplier,"Toulouse, FR",2.5
"China moves to limit Boeing deliveries amid trade war, reports say",The Seattle Times,2025-04-15 07:00:00,"China moves to limit Boeing deliveries amid trade war, reports say  The Seattle Times",https://news.google.com/rss/articles/CBMivgFBVV95cUxQdzFTZUdicm5COXhjWlJqN081LVhVR0w3RnN1ejlWdTJCNU9Zb3k1UnlsUDFVZVVoNURwWENSRzBGVGUxUENBR19XNE5MN1ZPSzNvbXVmbEhVcDQ2M3dpZWp2cWFLc3JYLTc0Q0RkU01HS0hhQ3BabEFEWHoxZW1nMERBNE5IUS1ZOG82b1lWNmxyV0gwRTJ5djM3anZwaGNIbnczMlV3NlIyR3Y5M05PenpyWjAtRHRNT1JDdkVR?oc=5,Germany (DE),GT,"Geopolitical & Trade (Export restrictions, sanctions, tariffs, trade war/conflicts)",Boeing (Direct),"Renton, WA, US",2.5
Boeing's Smallest 737 Max Faces New Doubts as a Key Buyer Wavers,Bloomberg.com,2019-02-06 08:00:00,Boeing's Smallest 737 Max Faces New Doubts as a Key Buyer Wavers  Bloomberg.com,https://news.google.com/rss/articles/CBMiswFBVV95cUxPNEg1aGdhVFhMeEtEWHlFQnpyWWZaTkJyREVkaEUydm1nSzgyZnVmYkI3azhHUVRZN0x1dVpPbUZaeE1YNm5faWFkRjN4d3pjbHQ2eFoyNGI2RVFCdERMY2VuS1ZiNU9Jb2dPLVgzeklxUEs4U1cxR0Vyb19hYWpDUWFZT3pDNERXXzNCMDFPVXVLdVBYNk4zTWx6c0FkTWhDc0h3QmJHZXo5QmRxTkQ4ME1Lcw?oc=5,Germany (DE),FC,"Financial & Corporate (Supplier bankruptcy, distress, mergers & acquisitions, re-verticalization)",Boeing (Direct),"Renton, WA, US",2.5
"GE Aerospace: Starke Auftragslage, aber überteuert?",Finanztrends,2025-05-31 07:00:00,"GE Aerospace: Starke Auftragslage, aber überteuert?  Finanztrends",https://news.google.com/rss/articles/CBMihAFBVV95cUxNVlE0VC16SUgtT1l3Vkd1MzExdE1MYmkxWW9sNEFjS05rSm13ck12Q1B5REhxcnhjdkhXd014bmlZSElxbUhHX25lNElKUERqM19nazJQWVpIV2RNXzlsVk5tNWdTOGozVDNLRUR2RkVJTHQtY2RRakFLOGhEbXd0WjNtUWw?oc=5,Germany (DE),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",GE Aerospace,"Evendale, OH, US",2.5
Weiterer Boeing-Whistleblower in den USA gestorben,RND.de,2024-05-03 07:00:00,Weiterer Boeing-Whistleblower in den USA gestorben  RND.de,https://news.google.com/rss/articles/CBMivAFBVV95cUxQcGluZFM4Yi01VWlvaU5tQmU4Uk9GcWw5cm1Nc0MzLTlTcE1sczZpSk5lXzVQZDZ6SXdpcTh4ZmxpYnBaWnVtVHFOMFBFOXk4REhFVEpBSnFXRE9Uc2JyV3BHd0Zqb2VoaldOZnJ4Z0tpcmdqanZmNnlzWHhSUFN1ZUNtbXV5d01uUGJkZFl0THFRWF95MFNUa2xYMG1Yby1KVjRvRldYcm5ROEtfUGM0UWxCajlWVlBveVJoUQ?oc=5,Germany (DE),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
GE Aerospace Ramps Up Hiring to Tackle Record $190 Billion Order Backlog,AD HOC NEWS,2026-04-05 07:00:00,GE Aerospace Ramps Up Hiring to Tackle Record $190 Billion Order Backlog  AD HOC NEWS,https://news.google.com/rss/articles/CBMiygFBVV95cUxPNWFJSjMyM0laM3VxSUQxS3ZCSHV0WjlkWGdSVVlkN1U5cDdxSlgtQkN3LTBkdDF5LVVqR2w0R3pjV3dXZkU5d0tmM2hsR0p6ZzlyZ0Z3NUx1TVZzSWthTHpRWDFRZkhsWnNfZEV1WlBabFJ5Y25OSFpjNjhGcHp1c1hyUHdKc0JSR2NybWtRYVN0RThacmhOdVQ2eDc3bTdWak9rRDg4c1dMOXFYMUVVT2tHUlhxZ2xObjJZVGlEUXlFNF9GaHVlaDZn?oc=5,Germany (DE),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",GE Aerospace,"Evendale, OH, US",2.5
"Jefferies confirme son conseil ""achat"" sur Boeing",Option Finance,2026-05-26 15:48:00,"Jefferies confirme son conseil ""achat"" sur Boeing  Option Finance",https://news.google.com/rss/articles/CBMivgFBVV95cUxQZ0QteTBZeUNIYmFkTUk3bkVXXzY3Rm1TRXRFLU1Vd2l5bVBqWlVLTThrMkFaNWJmaGxrdHJHejlZN0tWbG9TeHpXWWMybnNEdGw0QVd3U21PNTFMMVlMN0szR0cwZG1LU1ZXOTk3RlpYRElvMkRPcXVuaS1YR3pQM2NPRFE2N21nb0I5LU9yOFFOLWJXVWs3SmE0MDlBVmdfZ21jSE0ybHpPME1DWUhzaENYRjdlRzIyc01NTWNn?oc=5,France (FR),FC,"Financial & Corporate (Supplier bankruptcy, distress, mergers & acquisitions, re-verticalization)",Boeing (Direct),"Renton, WA, US",2.5
Airbus vs Boeing en 2025 : un duel stratégique au long cours,AeroMorning.com,2026-01-14 08:00:00,Airbus vs Boeing en 2025 : un duel stratégique au long cours  AeroMorning.com,https://news.google.com/rss/articles/CBMiiwFBVV95cUxNZ2dvejJDV3lzY21lR2ZjLUdHRWJaV0JXV0c5SnB4ZEptcVBIY2JrbHUtUmJmUlpGY1FGcElpSGNUUU45Uk9GSzcwVFQ2dVhDbFQ2Q1AxNlVpQjFtT2xja2J4YnpERmxLMjExVWkwdFJ5SnlyclVNZGY1WEozclA5aENrdzVNc2tpdTVr?oc=5,France (FR),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
Boeing takes near $5 billion hit on 777X program,TradingView,2025-10-29 07:00:00,Boeing takes near $5 billion hit on 777X program  TradingView,https://news.google.com/rss/articles/CBMitwFBVV95cUxOUmtEeGs1R3h3b2phMmVFNWZUYi1OR2R5eDE1eFZvYkF4dmlmOEhVckdyMFBrcGxaWEp6X3drcXgtNTdEUmZieUN0UlR6UXd3WHRPakRrd09IeG9DSWxOMmFFY1hNMGtqRTI4SG0xV2Z6aGxfbm5yaEdfdk1JdjNMT25vODdvbjNKc014MUk3LWtXdzR6QjFPWm1ORmJUODVNaEdnWkxkYkpTS3BraURzbnFPS3FxaXM?oc=5,France (FR),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
"Safran, Figeac Aero, Latécoère... La crise de Boeing secoue la supply chain",La Tribune,2024-10-14 07:00:00,"Safran, Figeac Aero, Latécoère... La crise de Boeing secoue la supply chain  La Tribune",https://news.google.com/rss/articles/CBMi8AFBVV95cUxPMk5oQW5aTC1fWDAydnJPUUVyOVA5YXgxRW5xQjJEM3hJV1QzczJCeEh4TkRaWUM4TzlKUnUyd20tMVFzWFpxQWl4S3lkOUpneGR0LXFMYUllYktXMTQzZkdfbWNKRDN3UF9vcWVIcVlDSGpJY2x0NWhzS2dHSWpadndRRHlqbU5MQy1ITXZSdlNQeklHdUZrSGdsRHRNV1ZNcVRQTzVqcFc4amUtc1JFbktUdTNJVFloeTN6VWRvN0o1MDh6Z2dUQVFoR2k3OFdFSi0zMXpUM1RKWWpRdXZsQXU2MmpPdXkwVzViMnJVTXM?oc=5,France (FR),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Safran,"Bidos, FR",2.5
Grève des travailleurs de Boeing : une position stratégique pour faire trembler l'économie mondiale,Revolution Permanente,2024-09-30 07:00:00,Grève des travailleurs de Boeing : une position stratégique pour faire trembler l'économie mondiale  Revolution Permanente,https://news.google.com/rss/articles/CBMizgFBVV95cUxOcnR3TVZDM0tfQmZIUk85c0J4dFZWY1RialptemNxcmV1Ymthd2dpdFhqeklhenMyY2syV2NjcFNXTll0aGotbnFHU3RBbHhxUHdlQzJWMGRkR1FDLUplYlpiYzZ5SE1OSDYzRVBGRno5WkQ5eThUOF94cGV5RUtZd2FlelJtVkp5VzBCTU1rMjQtZHBHejJGbDZNN2lkVG9Oc01lNnh3VkRUX2haeVdnYnN5ckZBOTk2ellqU3N1X1kxbFJBUzdJbkZfWlFpZ9IB1gFBVV95cUxQcWl6VXJURTBPWGNsa3U2REN2VXdOSWRHUk5MdF9oM1JzMDlacmRBRWNDTmVJTnI5MVpBbE5Ca2dFendBWkhESHB5MGxoSFZOLS1PeFhaVEJJVnN5LTU3Q1YxcG9hRnhRWVduekJGR1dIS05oR0dSOUZ5Y2dFV25wbTZYT3Z2SVQ5NlNKdmFsMVd3YkIzVVpyYlRwekJVMkRYd01mWXRTN09mc0tCdVR1dHh1aU1oZ2JGRWxTeGszb19IS1M0U3lqckk5TG5sS28yd2V2S1R3?oc=5,France (FR),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
"Avec 600 livraisons, Boeing rebondit en 2025 mais reste distancé par Airbus",Air Journal,2026-01-14 08:00:00,"Avec 600 livraisons, Boeing rebondit en 2025 mais reste distancé par Airbus  Air Journal",https://news.google.com/rss/articles/CBMiwwFBVV95cUxNcGd3VmVMZ2s5NFI4ckJXNkdnNHl2cnYtZWZ3cVY3eWZWTHgwQ2UtQUVXNzB1M0JOTV92NjlBOGx2ekZXNEw2ay1wX2tQcjVuNHVaWFQwbktHb2dJSU1nQ3FZZkRQT20tRklLWHNPOEVZd1dscVU2eDltRWtqVDhKMkNfbXlVUVJEQlBMSXJHNVJobmdKRmV5cXNIa2NVU2JPeDlVRXVHMmplUklMTElMeVZmWVZ2T3N2eUZiem5lMnlDRVE?oc=5,France (FR),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
USA : Les commandes à l'industrie pénalisées par l'aéronautique en décembre,Investir Les Echos,2026-02-23 08:00:00,USA : Les commandes à l'industrie pénalisées par l'aéronautique en décembre  Investir Les Echos,https://news.google.com/rss/articles/CBMi3AFBVV95cUxNc1pjYlpqX0tTVUV5c2lTU2hYS1dGZ1NFWHloSnJ3NW9QM2E4a1F6UllrTlNfRk1wZUlrWDA3eW40WEdJRGZlbHRoVHRrV2ViaVRDUFUzZE1VWHl5SFlxTmR5N3pSaS1HZXhSLTloS3BZXy16LV9pdkQ4dUtzamdEUFVPUEtQUHI1ckRya3VFOTlSQkhTUFI3RXpkUFljdUJNN0tJRHdNbFhGczFIQkFRdjJXcHFFZ0w2S2hXR0RITWc2NHdGUFdLZTBlbnI2UlM1S3UxNkJMOU02bnRL?oc=5,France (FR),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Undetermined Supplier,"Toulouse, FR",2.5
"Grève, problèmes de qualité... Boeing annonce une lourde perte de près de 12 milliards de dollars en 2024",Le Figaro,2025-01-28 08:00:00,"Grève, problèmes de qualité... Boeing annonce une lourde perte de près de 12 milliards de dollars en 2024  Le Figaro",https://news.google.com/rss/articles/CBMi2wFBVV95cUxPQ3lZVmVZMHdhY1oydEdMdExzTjk4WURNMXBFZl9wR2Q0M0Z1UHNsUFlLaTBidjRWTWNmVEFockhKLURjQ0lJbGNwdEZybm1TMmJZcVo2NEFLRDlETFByOThOWGlHbXB2eHppbGkwLVlsbjBrcThzOE1ZY2IwMjV0OWw0NWNlRTIzYjVvZTNyYnFkNHlNOHpyRXFTZVE4M25oUHpZQUpiT3NvNXhQdkZ3MlFzNjcyOVVUVll1VkZtS25JYVFEbnBMZDRHelQyY0lERXQtQ1hTdWRSTFk?oc=5,France (FR),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
Afrique : le trafic aérien de passagers devrait croître de 6% par an jusqu’en 2044,lecourrier.vn,2025-12-03 08:00:00,Afrique : le trafic aérien de passagers devrait croître de 6% par an jusqu’en 2044  lecourrier.vn,https://news.google.com/rss/articles/CBMiswFBVV95cUxQRXhscWZTMHhmdEFfOExjWndVS1drWjRRc1BCUTBrWHg2cjNKSExrc3dwT3Y3Z1h3MFRBWkwxN3VGWXhTVEZ3ZTRFcTNiTmIyc013UVNmY0tLNzBvTGpIOUdVWFYzeUVYVE51UmFuMmhsWjR5Q0l1TFEwbFJDNVdVWUhsemNYRlREM3puY1V6VVRxOGxmV2JwLWJtWXpmS0tYejMwWjhCZmNhUGVjUDBJYzBVMA?oc=5,France (FR),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Undetermined Supplier,"Toulouse, FR",2.5
"Poursuite de la grève chez Boeing, qui publie sa plus lourde perte en quatre ans",Virgule.lu,2024-10-24 07:00:00,"Poursuite de la grève chez Boeing, qui publie sa plus lourde perte en quatre ans  Virgule.lu",https://news.google.com/rss/articles/CBMiygFBVV95cUxPV1ZPTjRHNWRJcHNHaWZPYU5YT0xqa2JWcGNWVkk4Tl9oMzBjUzdMZGowd1VtdEJkRU85eVlHNXlGYkNHQjMzQkx4Tm5pRWx4eUswS01PQkhJRUliSVF6WlNIMGstUkhROTQwNFZhUi1xNWhKRC01N202NVpLcGU4anBMWElsNVFUNDlpR3Rsc096TUpLUGdwdUFseGR3SXFmUnpZajdHREJLekhwQlJlcUpxYS1aa1ZIYXFVd05OWjl6Tjc4SzU3SnFB?oc=5,France (FR),CS,"Cyber & IT Security (Ransomware attacks, IT/system outages, data breaches at key suppliers)",Boeing (Direct),"Renton, WA, US",2.5
"""La filière aéronautique n’est pas malade, mais connaît des difficultés""",Le Journal des Entreprises,2024-10-28 07:00:00,"""La filière aéronautique n’est pas malade, mais connaît des difficultés""  Le Journal des Entreprises",https://news.google.com/rss/articles/CBMiwgFBVV95cUxPekFGcEZVQUVrMExhaTY1bjJQYjF4TGJ4NDBJVjJsSS1SV3VBa2xydnBLekYwQVlPY0RxMGg0SXBBSElfZkRreDg0MFZzYlViTFVRUllBZGlGeGF5RmQ2WTJyWE1sT0cwTkNpQUkzOWJTaW9WRHNHWDBuRVg4U0FiSHFzeVljZmFZMFc1b0dEcTVDbWd5MGd3NUZJUFpIZHU4QlpqTVpnbkVBcjFLSlR5NWl4RVN4eWFuNmQyZzNrWDN6QQ?oc=5,France (FR),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Undetermined Supplier,"Toulouse, FR",2.5
La Boeing French Team accueille deux nouveaux membres,Aerocontact.com,2018-06-14 07:00:00,La Boeing French Team accueille deux nouveaux membres  Aerocontact.com,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNRldUaW1vT0h4Z2hkZEFqR0xKR2tpY0VjaEhCOEdjMUNSbFNzUVVxVTZYNWMxaF9SM0kxWVBra0tKSE9vWjUzTVhBSFJwN1hCa011b0ZUSS1CQVhpUHRvSlkyMEs4UTdTZmZ6ajFiVUJTUjhVR3VlZnRDMnh0R0FobWFnU3pKUmFibTFDYVhaN3pRdk5pWllZOGxYeUhzYmN2WmdQTEtnRVpMUjY3WDREU3BtTmVHdTlWTDRB?oc=5,France (FR),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
Boeing annonce le plus grand contrat d’échange de trains d’atterrissage de son histoire au Salon aéronautique de Singapour,AeroMorning.com,2026-02-04 08:00:00,Boeing annonce le plus grand contrat d’échange de trains d’atterrissage de son histoire au Salon aéronautique de Singapour  AeroMorning.com,https://news.google.com/rss/articles/CBMi3gFBVV95cUxQSGlGemFVY2tPY1dnRzlsbGJ0WlBLbG5jVXFuWDBOeU9iSUFyN2hoMGlTcmVwT2pIVmV5V3NRR1F4aTI0dExTRkwyUjRlX3hheHZaeGFwQ2NKWkJzTzV1cWwtT2t0eW9xZlJEbkUxOHRZMHJPM0thZkhaSm54YXlaM2g5NXJwcHdtN0lfY0FFSERjdFNqTWZPNDJoU29KM0wyZzZ1R3ltMXZGR0dYcnVWUVVrZ2NTYmtyTW9jcTNSV2YyT1lidmREd1owRHMzS09kVmZxWEpkWXRBNGtuT1E?oc=5,France (FR),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
Typhon à Taiwan : la nacelle-moteur d’un 747 d’UPS fait un « strike » (contact) à l'atterrissage avec la piste,Air Journal,2025-08-14 07:00:00,Typhon à Taiwan : la nacelle-moteur d’un 747 d’UPS fait un « strike » (contact) à l'atterrissage avec la piste  Air Journal,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQOGxkMjJaWHhab3V5Tml3R1pVQkhVdU5ENDFZZ0hZdHlJalJ4cWVyT0dXajNuSG1vSFFnUHVaV0xpeXFva29FY1hDYzU1aHdwd0tUa2hMR1lEZnVkRTRPa09TWE1YRF9mYTluNVFuN2RqU3JvWWJBbXJ3QlU2NGpmenJoTFJUWFh0Qkswb0E1alJlem5VTXNMTHVEcjdrNjdrQUFFTTYyY0R4d1NURkhKMC1oLXJjaTUxWkRCQ2NZRDVWbXcwcGxTQzVpX2VPbE56bkQ4NmVyVXkxckFVOWdVdTl3TG8?oc=5,France (FR),LW,"Labor & Workforce (Strikes, union disputes, labor shortages, layoffs, negotiations)",Undetermined Supplier,"Toulouse, FR",5.0
"F-15, Chinook, B-52 : Boeing promet une nouvelle vie à ses vieilles gloires",Les Echos,2023-05-31 07:00:00,"F-15, Chinook, B-52 : Boeing promet une nouvelle vie à ses vieilles gloires  Les Echos",https://news.google.com/rss/articles/CBMizwFBVV95cUxORHg4Vk16eUx0a3A3T2RSa2lvUUJhNFpEd0E3MjQ0ZUJ0VENybElzTUZNN3RIZk1xa2JSdFJfQWdLdmVvM2s4dy1WaDhfTEJybzJJWjNpRHA3YkFCRUZVT3ZvaDhNVTNFZ1hqRXVGaWxCN0NUNkxSUTNuZEt0NGE2MnY0b1RvOGQ2OENybnp6V2VlM3E1VUEyenUyU05vNWtLSzYwTGhuel8tYTBES1RqdS0yX2VnUlF0OUR6QkM0ckdub0hmWThmanJBcC1nVUE?oc=5,France (FR),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
Boeing Stock Braces For Bumpy Q3 Landing (CORRECTED),TradingView,2024-10-22 07:00:00,Boeing Stock Braces For Bumpy Q3 Landing (CORRECTED)  TradingView,https://news.google.com/rss/articles/CBMirAFBVV95cUxPQTRYY2syalY1Uk1KeDVfNHhqY2txcFUwNzJuRngtUzl6eEV1ZE5kLXNXVll2TGhPSjlKMWFIalNmRTVrWU5GSjVkaV9TcF83LUd2MWoxcnkyYXJMN284aF9PUWhBWkRLcEp1ZFFLQ3R5M2Y3NXJXc25td0ZmNWFlRHJPMnR0dFJpTERicGJ4dE85QkhPOWh0QmNKMEY2T2JSNDJZa2NqbWxtMWtV?oc=5,France (FR),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
"Boeing : après 10 jours, le mouvement de grève s'enlise, pas de sortie de crise en vue",La Tribune,2025-08-14 07:00:00,"Boeing : après 10 jours, le mouvement de grève s'enlise, pas de sortie de crise en vue  La Tribune",https://news.google.com/rss/articles/CBMi_wFBVV95cUxQT0FBZjNfZXBOZlBQM0hJNm9kT0dLRDJvd2xxNTdoQXBPamtPc3BIZlpSN2N0bGlSb1F4eDV4QU5FYWxOSlpsalFKbTRNYnV6QjlmYXFiUE5YNGpDNm5CWm9KMGtXazBFRUdmekRYdkp3LU84bEVzZWlYYzR2ZjZqSEhhT3lQMnA3QUZtZmNPSnA3RUh4emd2TV9kSG1oX2IyTm5WNzJPODBTZEZjdUdXbGloZjRnRHoyUXlXdFhXOHFyZnFuZzJUcThiLVJRMXpsYm4tMGhxQjIzdXlDbmpkVDdRRFNOSzkwWGFpZW9GMEpWUzMtUEtqbExVZXV2bVE?oc=5,France (FR),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
DHL Express modernise sa flotte par la commande de neuf Boeing B777-200LR convertis en avions cargo par Mammoth Freighters,DHL,2023-04-24 22:38:13,DHL Express modernise sa flotte par la commande de neuf Boeing B777-200LR convertis en avions cargo par Mammoth Freighters  DHL,https://news.google.com/rss/articles/CBMilAJBVV95cUxNb1FpU05mMnVnNnY1MEp5aFk0bkVZM3djZ0R1VWI3MXhNV2YxOUtMOVEzY1d1TTU4RFVxTFZYUEZWcFJNODBhNlZCTGlvRWVZelpmaU9rVGh6eW52YkppZ0ZYSHY5YmNUNERRelBUR001dVNHMjFOVlJnZHhzb3RCcTRyZkpsSVNrOE9fank5RW9JbnNJVjVJckI1cjliN2gwY2U2SGg5bXRSbjY4NGI4cW5GYXprU2FkWXlERFFRMHZ4QTdvOGJHeVU5X1FzNVdha2JxZ1BKSEM3Q0RSb092WXp1UnROTXJmMDRTRTdMX1lMOW1naUhHRTZ3V3NqNTh3SkN4aTNLMDlkc093ZnhZNVdIeWQ?oc=5,France (FR),LT,"Logistics & Transportation (Rail delays, port congestion, shipping/air cargo capacity bottlenecks)",Boeing (Direct),"Renton, WA, US",2.5
"US Stocks Rally on Friday, But Book Weekly Losses",TradingView,2024-11-01 07:00:00,"US Stocks Rally on Friday, But Book Weekly Losses  TradingView",https://news.google.com/rss/articles/CBMinwFBVV95cUxQWGctMkk3WUdlWkprMUhsOExEc2Vtem1LT0I0czJlS1NpNUpaNjliRWpuZFRWZXh4aFRKYTBnS0xhdkxRQVFvSWhpR1M0MlJfVVFuZXBGU2p5VUd2eFhpSnRkQlNyTXVYRHotWEJkTUVJOFoyNDV2QjVPbXE1Yl9ucUZJQzY3XzZWTDdoLWZvOUdmT1dBb1h2VWpMOTh6V2c?oc=5,France (FR),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Undetermined Supplier,"Toulouse, FR",2.5
737 Max : le PDG de Boeing souffle le chaud et le froid,Les Echos,2019-07-25 07:00:00,737 Max : le PDG de Boeing souffle le chaud et le froid  Les Echos,https://news.google.com/rss/articles/CBMitwFBVV95cUxQMkUzVXMxTks4OVVRUEhIMmsxVHlVUzNWLTNBR2FGbWg1M2t4clk1OXRRRXBiUC1JQ0ROTjFDc3k1UndPT1ZuUEc2eG9PWnV0SklkMGNUMVl0WDRvMmhRR0ZOZFlBVXdMUUx5UjJvMXhPUmo3bHNJdE0zbmdSRmcydVR5c3V4UjBZWk5PS1pjbDhrYVgyT1YyNzlla2tnaWY4Sm9BcU9qbTFOS25sLVV3WlJqQXFiMHM?oc=5,France (FR),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Boeing (Direct),"Renton, WA, US",2.5
Trois F-15E de l’US Air Force abattus par erreur au Koweït,Aerobuzz,2026-03-02 08:00:00,Trois F-15E de l’US Air Force abattus par erreur au Koweït  Aerobuzz,https://news.google.com/rss/articles/CBMilAFBVV95cUxQUnB2czlmVUNzMHVRUl9uOHNWVlJqWGtRZEF0Rmd2NFBJUkpVUnNLSzkyakViRTRxVlRNeUdXaGppUzhhZFRyTmk1ZXl3MFJYcENSUjBzejYtc0dVMEFBZzFRRkhxNFpLSkpuaHh5ZklmWWtKY3JBM19NdzBueUw5cHppZGhoLWg2bnRKLUxoSnA3MVlq?oc=5,France (FR),MP,"Manufacturing & Production (Autoclave downtime, kiln shutdowns, factory floor capacity constraints)",Undetermined Supplier,"Toulouse, FR",2.5
